name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude
Praktek Psikiater dr.Dwiwahyu Ningsih S Sp.kj,Doctor,"6M32+HPQ Praktek Psikiater dr.Dwiwahyu Ningsih S Sp.kj, Jaya, Kec. Watang Sawitto, Kabupaten Pinrang, Sulawesi Selatan 91213, Indonesia",,+62 821-9553-3483,5,5,119.6518656,-3.7960325
Klinik Praktek Psikiater Fitrah,Mental health clinic,"Klinik Praktek Psikiater Fitrah, Jl. Monginsidi No.25, Maricaya Baru, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90141, Indonesia",,+62 821-8704-0608,4.3,4,119.4215474,-5.1484709
Psikologi Universitas Hasanuddin,Academic department,"VF9Q+976 Psikologi Universitas Hasanuddin, Tamalanrea Indah, Tamalanrea, Makassar City, South Sulawesi 90245, Indonesia",,+62 411 586010,4.4,29,119.4881429,-5.1315994
Nasa,Psychiatrist,"3QC7+94Q Nasa, Btn wesabbe,kampung baru,kel.batu lappa,kec. watang pulu, kab.sidap, Batu Lappa, Kec. Watang Pulu, Pangkajene sidenreng, Sulawesi Selatan 91661, Indonesia",,+62 823-9430-2456,5,2,119.762871,-3.929038
HYPNO CARE CENTER,Mental health clinic,"HYPNO CARE CENTER, Jl. Taman Sudiang Indah No.6, Pai, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 99242, Indonesia",,+62 853-9981-1180,3.3,3,119.5245603,-5.0896126
Klinik Pratama (Rawat Jalan) NUHRINTAMA,Psychologist,"Klinik Pratama (Rawat Jalan) NUHRINTAMA, Jl. Pallantikang Lorong 1 Blk. B No.2, Kalegowa, Somba Opu, Gowa Regency, South Sulawesi 92114, Indonesia",http://linktr.ee/KlinikNuhrintama,+62 852-1414-8866,5,506,119.4479787,-5.1946311
"Praktek Umum Dr. Sonny Tunggal, dr. Lili Tunggal Sp.KJ Dan Apotik Prima Husada",Psychiatrist,"Praktek Umum Dr. Sonny Tunggal, dr. Lili Tunggal Sp.KJ Dan Apotik Prima Husada, Jl. DR. Ratulangi No.180, Bonto Biraeng, Mamajang, Makassar City, South Sulawesi 90125, Indonesia",,+62 852-4444-2630,4.8,45,119.4180442,-5.1631932
Biro Psikologi Bonafide,Psychologist,"Biro Psikologi Bonafide, Jl. Pongtiku, Kamali Pentalluan, Makale, Tana Toraja Regency, South Sulawesi 91811, Indonesia",,+62 877-7456-1000,5,1,119.8556867,-3.0873233
Klinik Psikiater Insan Sabir,Mental health clinic,"Klinik Psikiater Insan Sabir, Jl. Anuang No.28, Maricaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90142, Indonesia",,,5,1,119.4234145,-5.149944
Biro Psikologi Bonafide,Psychologist,"Biro Psikologi Bonafide, Jl. Poros Singki'-Kadundung Km. 1.2, Tampak, Saloso, Laang Tanduk, Rantepao, 91835, Indonesia",,+62 877-7456-1000,,,119.885092,-2.9787972
Faculty of Psychology,Academic department,"Faculty of Psychology, Jl. Mapala Raya No.1, Tidung, Rappocini, Makassar City, South Sulawesi 90222, Indonesia",http://fpsi.unm.ac.id/,,4.7,111,119.4359941,-5.1681166
Hariyanti Rumah Hipnoterapi Pinrang,Mental health clinic,"Hariyanti Rumah Hipnoterapi Pinrang, Jl. G. Lompo Battang, Temmassarangnge, Kec. Paleteang, Kabupaten Pinrang, Sulawesi Selatan 91215, Indonesia",,+62 823-5174-8985,5,5,119.6483305,-3.771069
Biro Psikologi HESLI,Psychologist,"Biro Psikologi HESLI, Tello Baru, Panakkukang, Makassar City, South Sulawesi 90245, Indonesia",,+62 852-2838-7136,,,119.4805502,-5.150145
Equalita Konsultan,Psychologist,"RCHQ+6W2 Equalita Konsultan, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",,+62 853-4377-3884,5,1,119.4397797,-5.1719948
LEMBAGA KONSULTASI PSIKOLOGI MUMO JAYA ABADI,,"LEMBAGA KONSULTASI PSIKOLOGI MUMO JAYA ABADI, Jl. Syamsuddin Tunru No.93, Sungguminasa, Kec. Somba Opu, Kabupaten Gowa, Sulawesi Selatan 92113, Indonesia",,,,,119.4523342,-5.2085738
Test Psikologi,Medical clinic,"JVVQ+6W2 Test Psikologi, Jl. Kemakmuran, Lemba, Kec. Lalabata, Kabupaten Soppeng, Sulawesi Selatan 90811, Indonesia",,,,,119.8892753,-4.3575511
Klinik Avicena,Mental health clinic,"Klinik Avicena, Jl. Tentara Pelajar No.151-153, Malimongan Tua, Wajo, Makassar City, South Sulawesi 90165, Indonesia",,+62 411 3631740,2.8,16,119.415743,-5.122545
HIPNO CARE MAKASSAR,Hypnotherapy service,"HIPNO CARE MAKASSAR, Jl. Permata Sudiang Raya blok H1/9, Kota Makassar, Sulawesi Selatan 90242, Indonesia",https://www.hipnoterapiexpert.id/,+62 853-9981-1180,5,249,119.5264809,-5.095419
"dr. Rinvil Renaldi, M.Kes, Sp.KJ(K), Psikiater Anak, Makassar",Child psychiatrist,"dr. Rinvil Renaldi, M.Kes, Sp.KJ(K), Psikiater Anak, Makassar, Jl. DR. Ratulangi No.115, Parang, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132, Indonesia",,+62 411 852763,4.6,16,119.4188224,-5.1644518
Yayasan Halo Jiwa Indonesia,Mental health clinic,"CJG3+J7Q Yayasan Halo Jiwa Indonesia, Mandalle, Kec. Mandalle, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90655, Indonesia",,+62 823-4569-4746,5,1,119.6031875,-4.5734375
Tiara Cipta Utama,Psychotherapist,"Tiara Cipta Utama, Komp. UNHAS, Jl. Sunu Blok M No.15 A, Suangga, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90213, Indonesia",,+62 411 440471,,,119.430108,-5.120232
Praktek Psikiater Jiwa,Psychotherapist,"Praktek Psikiater Jiwa, Jl. Jenderal Sudirman No.63, Takkalala, Kec. Wara Sel., Kota Palopo, Sulawesi Selatan 91922, Indonesia",,+62 812-4320-7142,5,2,120.2111487,-3.0242968
5AM HYPNOTHERAPY (Pusat Layanan Hipnoterapi dan Kesehatan Mental Kabupaten Bone),Mental health clinic,"5AM HYPNOTHERAPY (Pusat Layanan Hipnoterapi dan Kesehatan Mental Kabupaten Bone), Jl. A. Sulolipu No.50, Masumpu, Kec. Tanete Riattang, Kabupaten Bone, Sulawesi Selatan 92714, Indonesia",https://hypnopreneurindonesia.com/konsultasionline/,+62 852-1667-4321,4.9,9,120.3270224,-4.5521076
Ruangan psikologi sim wajo,Psychotherapist,"Ruangan psikologi sim wajo, Jl. Andi Pallawarukka No.6, Siengkang, Kec. Tempe, Kabupaten Wajo, Sulawesi Selatan 90918, Indonesia",,,,,120.0311742,-4.1407782
