name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude
Biro Psikologi Qiam Consulting,Psychologist,"Biro Psikologi Qiam Consulting, didepan BPOM, Jl. Catur Warga No.4A, Pejanggik, Kec. Mataram, Kota Mataram, Nusa Tenggara Bar. 83122, Indonesia",,+62 852-3939-3370,5,4,"116,1162189","-8,5874992"
Biro Psikologi Ruang Tumbuh Consulting,Psychologist,"Biro Psikologi Ruang Tumbuh Consulting, Jl. Gili Air I No.76, Taman Sari, Kec. Ampenan, Kota Mataram, Nusa Tenggara Bar. 83118, Indonesia",,+62 877-5786-8676,,,"116,0808478","-8,5839475"
Lembaga Psikologi Humanity,Psychologist,"Lembaga Psikologi Humanity, Komplek Pepabri, Jl. Merdeka Raya No.118, Pagesangan Bar., Kec. Mataram, Kota Mataram, Nusa Tenggara Bar. 83116, Indonesia",,,"3,7",3,"116,0955345","-8,6045069"
lembaga Psikologi Pelangi Harapan,Corporate office,"GC27+678 lembaga Psikologi Pelangi Harapan, Jalan, Kerato, Kec. Unter Iwes, Kabupaten Sumbawa, Nusa Tenggara Bar. 84316, Indonesia",https://lpphsumbawa.wixsite.com/lpph,+62 823-4001-3001,5,2,"117,4132076","-8,499471"
Konsultasi Psikologi - Sultan Takdir Alisabana,Consultant,"Konsultasi Psikologi - Sultan Takdir Alisabana, Segale Anyar, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",,+62 877-7730-7308,,,"116,3114255","-8,8025155"
"Biro Psikologi Lombok ""Inspirasi""",Mental health service,"9G2F+37G Biro Psikologi Lombok ""Inspirasi"", Pancor, Selong, East Lombok Regency, West Nusa Tenggara, Indonesia",,+62 857-9232-6670,,,"116,5231915","-8,6498013"
Biro Psikologi Inspirasi,Psychologist,"Biro Psikologi Inspirasi, Jl Tambora 12 B Puri Gelang Indah, Dasan Lekong, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83652, Indonesia",,+62 878-8148-4466,,,"116,5045767","-8,6439708"
"DR. Muazar Habibi. S.Psi., M.Psych. M.Pd. (Psikolog)",Psychotherapist,"DR. Muazar Habibi. S.Psi., M.Psych. M.Pd. (Psikolog), Jl. Ireng Jaya, Jati Sela, Kec. Gunungsari, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83511, Indonesia",https://lenterahatiibs.me/,+62 812-2002-1219,"4,7",6,"116,0783371","-8,5526133"
Praktek Psikolog Indonesia Cabang Lombok NTB,Psychologist,"Praktek Psikolog Indonesia Cabang Lombok NTB, C3XP+PWH jl. Rinjani (Perum Elit Rinjani Asri, Jati Sela, Kec. Gunungsari, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83351, Indonesia",,,,,"116,0873714","-8,5506601"
BIRO PSIKOLOGI BINA LARA PRAYA,Psychologist,"BIRO PSIKOLOGI BINA LARA PRAYA, Jl. Mareje No.184, Panjisari, Kec. Praya, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83511, Indonesia",,+62 817-0099-916,3,1,"116,2637471","-8,7080606"
Biro Psikologi Adeena,Association / Organization,"C36R+39Q Biro Psikologi Adeena, Jl. Swadaya, Kekalik Jaya, Kec. Sekarbela, Kota Mataram, Nusa Tenggara Bar., Indonesia",https://linktr.ee/Psikologiadeena,+62 823-3942-9303,5,19,"116,0909656","-8,5897551"
BIRO PSIKOLOGI,Psychologist,"69QM+CX6 BIRO PSIKOLOGI, Sengkerang, Kec. Praya Tim., Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83581, Indonesia",,,,,"116,3858051","-8,762102"
