name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude
Biro sagraha psikologi banjarmasin,Psychologist,"Biro sagraha psikologi banjarmasin, komplek permata bunda, Jl. Ahmad Yani No.km 7 4, Pemurus Luar, Kec. Banjarmasin Tim., Kota Banjarmasin, Kalimantan Selatan 70654, Indonesia",,+62 851-1719-0022,5,2,114.6303009,-3.3591134
Creative Center of Psychology,Psychologist,"Creative Center of Psychology, Jl. Manggis Gg. Nangka No.60, RT.18, Kuripan, Banjarmasin Timur, Banjarmasin City, South Kalimantan 70236, Indonesia",,+62 852-4831-8493,5,1,114.610418,-3.3211356
Praktik Mandiri Psikolog Klinis Ade Ayu,Psychologist,"Praktik Mandiri Psikolog Klinis Ade Ayu, Jl. Bougenville No.9, KOMP. PONDOK BUNGA, KARANGANYAR II, Kota Banjar Baru, Kalimantan Selatan 70712, Indonesia",,+62 899-9484-739,5,5,114.8150465,-3.4300724
Biro Sagraha Psikologi Banjarbaru,Psychologist,"Biro Sagraha Psikologi Banjarbaru, Jl. Klp. Gading I Komp. Keruing Indah No.15 Blok C, Sungai Besar, Kec. Banjarbaru Selatan, Kota Banjar Baru, Kalimantan Selatan 70714, Indonesia",,+62 895-4058-07415,5,4,114.8535004,-3.4593607
Campus Psychology Faculty of Medicine UNLAM,Academic department,"Campus Psychology Faculty of Medicine UNLAM, Jl. A. Yani No.160, Loktabat Selatan, Banjarbaru Selatan, Banjarbaru City, South Kalimantan 70714, Indonesia",,+62 511 4774405,4.8,26,114.8437014,-3.4432756
"IBEST Physio Mom & Kids (Terapi Wicara, Psikologi Klinis, Okupasi Terapi, Fisioterapi, Kelas Sensori Anak)",Speech pathologist,"IBEST Physio Mom & Kids (Terapi Wicara, Psikologi Klinis, Okupasi Terapi, Fisioterapi, Kelas Sensori Anak), Jl. Ahmad Yani, Cindai Alus, Martapura, Banjar Regency, South Kalimantan 70613, Indonesia",https://ibestmomkids.wordpress.com/,+62 811-3303-019,5,25,114.8502474,-3.4211309
fi.psychology,Psychologist,"GRWW+696 fi.psychology, Loktabat Sel., Kec. Banjarbaru Selatan, Kota Banjar Baru, Kalimantan Selatan 70714, Indonesia",,+62 857-5277-0746,5,3,114.8458781,-3.4544703
Praktek Psikolog Indonesia Banjarmasin,Psychologist,"Praktek Psikolog Indonesia Banjarmasin, Apotek Sinar Amandit Farma, Jl. Brig Jend. Hasan Basri No.46, RT.41, Alalak Utara, Kec. Banjarmasin Utara, Kota Banjarmasin, Kalimantan Selatan 70125, Indonesia",https://praktekpsikolog.com/,+62 878-8718-4585,,,114.5896781,-3.2907333
LPT Global,Medical clinic,"LPT Global, Jl. Raya Banjar Indah Permai 1 No.18, Pemurus Dalam, Kec. Banjarmasin Sel., Kota Banjarmasin, Kalimantan Selatan 70248, Indonesia",http://www.globalsolusi.com/,+62 851-0466-2007,4.2,17,114.6191865,-3.3478542
Praktek dr.psikologi,Psychologist,"6785+MMM Praktek dr.psikologi, Jl. 3 Desember, Amawang Kiri Muka, Kec. Kandangan, Kabupaten Hulu Sungai Selatan, Kalimantan Selatan, Indonesia",,,,,115.2591758,-2.7832902
