name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude
Tulip Psikologi Malang,Psychologist,"Tulip Psikologi Malang, Jl. Simpang Candi Panggung No.134b, Tunggulwulung, Lowokwaru, Malang City, East Java 65143, Indonesia",,+62 852-3393-9329,5,58,"112,6131062","-7,9347743"
Praktik Psikolog - Klinik Psikologi Sinergia Tulunggung,Psychologist,"Praktik Psikolog - Klinik Psikologi Sinergia Tulunggung, Jl Pahlawan Gg V, desa No.5, Rejoagung, Kec. Kedungwaru, Kabupaten Tulungagung, Jawa Timur 66225, Indonesia",,+62 857-0750-3397,5,17,"111,913888","-8,0398806"
"Ratna Sari M.Psi.,Psikolog Surabaya",Psychologist,"Ratna Sari M.Psi.,Psikolog Surabaya, Royal Park 2 TK.3, Jl. Citraland Surabaya No.79, Surabaya, East Java 60213, Indonesia",https://ertamentari.com/,+62 812-3176-7999,"4,8",193,"112,6552439","-7,2985718"
klinik Psikologi 393 Malang,Corporate office,"klinik Psikologi 393 Malang, ruko griya mulyorejo, Jl. Raya Tebo Sel. kav. 4, Mulyorejo, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia",,+62 813-3381-5999,"4,9",31,"112,602542","-7,987877"
"Praktek Mandiri Psikolog Klinis ""Izza Ummu Harisa, S. Psi., M. Psi., Psikolog""",Psychologist,"Praktek Mandiri Psikolog Klinis ""Izza Ummu Harisa, S. Psi., M. Psi., Psikolog"", RT. 21, RW. 10, Nglembu, Bendorejo, Kec. Pogalan, Kabupaten Trenggalek, Jawa Timur 66371, Indonesia",,+62 877-5508-1337,"4,9",49,"111,7550569","-8,0858015"
Psikologi Malang Holistic Consultan&Psychodiagnostic,Psychologist,"Psikologi Malang Holistic Consultan&Psychodiagnostic, Jl Titan Asri V C 1, RT.12/RW.2, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65124, Indonesia",http://holistika.id/,+62 851-5654-3080,5,56,"112,6527952","-7,9569857"
DearAstrid Story Sharing Space | Psikolog Surabaya Barat,Psychologist,"DearAstrid Story Sharing Space | Psikolog Surabaya Barat, Royal Residence BS-12 No. 56, Surabaya, Jawa Timur 60227, Indonesia",http://www.dearastrid.com/,+62 812-1667-1214,"4,9",232,"112,6726568","-7,3199009"
KRISTAL PSIKOLOGI,Psychologist,"KRISTAL PSIKOLOGI, Jl. Margodadi No.36-38, Gundih, Kec. Bubutan, Surabaya, Jawa Timur 60172, Indonesia",https://instagram.com/kristalpsikologi?igshid=YmMyMTA2M2Y=,+62 888-2226-543,5,13,"112,725323","-7,2473396"
Praktek Psikolog Family Mind Space,Psychologist,"Praktek Psikolog Family Mind Space, Puri Indah Ketintang No.F7 A, Ketintang, Gayungan, Surabaya, East Java 60231, Indonesia",http://linktr.ee/familymindspace,+62 852-5777-2127,"4,7",25,"112,7240402","-7,3088756"
"HAIRA PSIKOLOGI / Praktik Psikolog Klinis dan Terapi Anak Berkebutuhan Khusus / Gerdaning Tyas Jadmiko, M.Psi., Psikolog",Psychologist,"HAIRA PSIKOLOGI / Praktik Psikolog Klinis dan Terapi Anak Berkebutuhan Khusus / Gerdaning Tyas Jadmiko, M.Psi., Psikolog, Praban, Sidokare, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur, Indonesia",https://www.instagram.com/hairapsikologi/,+62 851-7328-7173,"4,8",25,"112,7094004","-7,4641889"
Yayasan Praktek Psikolog Indonesia Cabang Surabaya,Psychologist,"Yayasan Praktek Psikolog Indonesia Cabang Surabaya, Gedung Graha Pena - Surabaya Jl. Ahmad Yani No. 88 Lt. 15 Suite 1503, Ketintang, Kec. Gayungan, Surabaya, Jawa Timur 60231, Indonesia",http://www.praktekpsikolog.com/,+62 812-1345-8601,5,12,"112,7314457","-7,3200313"
"Robby Agustinus L, S.Psi., M.Psi., Psikolog Klinis, CHt",Psychologist,"Robby Agustinus L, S.Psi., M.Psi., Psikolog Klinis, CHt, Araya, Jl. Greenwood Golf III No.23, Boro Teronggo, Tirtomoyo, Pakis, Malang Regency, East Java 65154, Indonesia",,+62 822-2088-8500,5,32,"112,6665245","-7,9311867"
"Biro Konsultasi Psikologi ( Psikolog ) ""ADYATMA"" dan Tempat Terapi untuk Anak Kebutuhan Khusus",Mental health clinic,"Biro Konsultasi Psikologi ( Psikolog ) ""ADYATMA"" dan Tempat Terapi untuk Anak Kebutuhan Khusus, Jl. Sumatra Jaya, Tugurejo, Kec. Ngasem, Kabupaten Kediri, Jawa Timur 64182, Indonesia",,+62 812-5279-7110,5,30,"112,066285","-7,8291096"
Biro Psikologi dan Pusat Terapi - Andalusia Psychological Service & Therapy Center,Psychologist,"Biro Psikologi dan Pusat Terapi - Andalusia Psychological Service & Therapy Center, Jl. Candi Mendut Bar. No.C-12, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",,+62 822-2666-6146,5,52,"112,6267497","-7,939086"
"PSIKOLOGI KLINIS MALANG ""TRUST"" MENTAL HEALTH CENTER",Psychologist,"PSIKOLOGI KLINIS MALANG ""TRUST"" MENTAL HEALTH CENTER, Jl. Joyo Utomo V Blk. F No.13, RT.07/RW.04, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",,+62 813-3338-1308,5,6,"112,6009224","-7,9446763"
"Praktik Psikologi Invira Humania - M. Fauzi Setiawan, M.Psi., Psikolog",Psychologist,"Praktik Psikologi Invira Humania - M. Fauzi Setiawan, M.Psi., Psikolog, Jl. KH Agus Salim No.68, Kenayan, Kec. Tulungagung, Kabupaten Tulungagung, Jawa Timur 66212, Indonesia",,+62 852-3298-5385,"4,8",16,"111,903445","-8,0599557"
Lembaga Psikologi Dr Soetomo,Psychologist,"Lembaga Psikologi Dr Soetomo, Jl. Ketintang Madya II No.1, Karah, Jambangan, Surabaya, East Java 60231, Indonesia",http://antonyspsi.blogspot.com/,+62 31 8290211,"3,6",23,"112,7221823","-7,3175196"
LEMBAGA PSIKOLOGI INSANIA INDONESIA,Psychologist,"LEMBAGA PSIKOLOGI INSANIA INDONESIA, Injen Barat, Tlogobendung, Gresik, Gresik Regency, East Java 61122, Indonesia",http://www.instagram.com/insania.indonesia,+62 812-2722-7989,5,23,"112,6475081","-7,1670525"
"Lembaga Biro Psikologi _ Surabaya, Gresik, Sidoarjo, Tuban, Malang",Psychologist,"Lembaga Biro Psikologi _ Surabaya, Gresik, Sidoarjo, Tuban, Malang, Jl. Krembangan Bhakti No.56, Kemayoran, Kec. Krembangan, Surabaya, Jawa Timur 60165, Indonesia",http://birobinapsikologisurabaya.weebly.com/,+62 813-5780-8779,"4,4",7,"112,7289327","-7,2354046"
"Praktek Psikolog Nadia Attuwy, M.Psi, Psikolog",Psychologist,"Praktek Psikolog Nadia Attuwy, M.Psi, Psikolog, Puri Indah Ketintang No.F7 A, Ketintang, Kec. Gayungan, Surabaya, Jawa Timur 60231, Indonesia",http://www.astapotensia.com/,+62 811-374-325,5,36,"112,7250186","-7,3091485"
Biro Konsultasi Psikologi JIWA MANDIRI,Psychologist,"Biro Konsultasi Psikologi JIWA MANDIRI, Krian Indah Regency, Blok C V No.21, Kemasan, Kec. Krian, Kabupaten Sidoarjo, Jawa Timur 61254, Indonesia",,+62 822-3030-5745,"4,9",33,"112,5896009","-7,4068061"
"Lembaga Psikologi & Terapi ABK ""FLANELLA""",Psychologist,"Lembaga Psikologi & Terapi ABK ""FLANELLA"", Jl. Suwarno gg. Kali Rt.01 Rw.06 Dusun Dadaptulis Dalam, Dadaprejo, Kec. Junrejo, Kota Batu, Jawa Timur 65323, Indonesia",,+62 853-3462-0853,5,15,"112,5695783","-7,9111215"
Psikolog Anak Malang,Psychologist,"Psikolog Anak Malang, Perumahan Jl. Graha Pelita Asri C No.36, Pandanwangi, Blimbing, Malang City, East Java 65124, Indonesia",,+62 819-4441-1038,5,61,"112,6568664","-7,9511274"
Gemilang Psikologi Jember,Psychologist,"Gemilang Psikologi Jember, Jl. MH. Thamrin No.6, Pakem, Kranjingan, Kec. Sumbersari, Kabupaten Jember, Jawa Timur 68131, Indonesia",,+62 815-5387-7133,5,26,"113,6916726","-8,2124218"
"Praktik Psikolog Klinis Dini Fidyanti Devi, S.Psi., M.Psi., Psikolog",Psychologist,"Praktik Psikolog Klinis Dini Fidyanti Devi, S.Psi., M.Psi., Psikolog, Jl. Bondowoso No.60, Suci, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,+62 888-0376-4800,"4,1",7,"112,612288","-7,1543861"
Lembaga Pelayanan Psikologi Ekshafit Cabang Bojonegoro (Praktik Psikolog),Psychologist,"Lembaga Pelayanan Psikologi Ekshafit Cabang Bojonegoro (Praktik Psikolog), Jl. Lettu Suwolo No.67, Ngrowo, Kec. Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62119, Indonesia",https://linkr.bio/jvv0r3,+62 812-3454-9287,"4,8",18,"111,899445","-7,1514305"
Yuwardi Psikolog dan Hipnoterapi Surabaya Hypnotherapy,Psychologist,"Yuwardi Psikolog dan Hipnoterapi Surabaya Hypnotherapy, Jalan Sutorejo Timur X No.4, blok VV 19, Dukuh Sutorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60113, Indonesia",http://psikologjawatimur.com/,+62 878-1951-7888,"4,9",293,"112,7916392","-7,2685611"
Biro Psikologi Empathy,Psychologist,"Biro Psikologi Empathy, Margorejo Tangsi IV No.1E, Margorejo, Kec. Wonocolo, Surabaya, Jawa Timur 60238, Indonesia",http://www.psikologiempathy.com/,+62 851-7164-5787,"4,7",13,"112,7411518","-7,314983"
"MindHarmony Psychology • Psikoterapi, Psikotes dan Pelatihan",Psychologist,"MindHarmony Psychology • Psikoterapi, Psikotes dan Pelatihan, Blok w No, Perumahan Pondok Jegu No.8, Klutuk, Kramat Jegu, Kec. Taman, Kabupaten Sidoarjo, Jawa Timur 61257, Indonesia",https://www.mindharmonyindonesia.com/,+62 813-3002-2535,"4,9",252,"112,633826","-7,377989"
Biro Konsultasi Psikologi BBC,Psychologist,"Biro Konsultasi Psikologi BBC, Astonia Park View, Petul, Domas, Menganti, Gresik Regency, East Java, Indonesia",,,"4,9",9,"112,5634098","-7,2877329"
Motiva Consulting Surabaya,Psychologist,"Motiva Consulting Surabaya, Jl. Karah Agung III No.2-4, Karah, Jambangan, Surabaya, East Java 60232, Indonesia",,+62 812-5975-4006,5,55,"112,7179023","-7,3120981"
Klinik Psikologi Anak Kupompong,Psychologist,"Klinik Psikologi Anak Kupompong, Jl. Villa Taman Telaga II Blok TJ 9 No.31, Citraland, Lakarsantri, Surabaya, East Java 60213, Indonesia",,+62 822-3377-9633,"4,5",8,"112,6524386","-7,2977661"
Pelita Hati Therapy Centre,Psychologist,"Pelita Hati Therapy Centre, Jl. Gayungsari Bar. XI Blk. GD No.14, Gayungan, Surabaya, East Java 60235, Indonesia",,+62 813-3422-4166,5,31,"112,7192129","-7,3386889"
Biro Psikologi Hyui,Corporate office,"Biro Psikologi Hyui, Jl. Raya Kediri - Blitar No.34, Kauman, Srengat, Blitar Regency, East Java 66152, Indonesia",http://biropsikologihyui.com/,+62 812-9621-8656,5,35,"112,0682099","-8,0631215"
Pelayanan Psikologi Airlangga Mas,Psychologist,"HP3F+X5G Pelayanan Psikologi Airlangga Mas, Jl. Yos Sudarso, Ketel, Sidokumpul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61218, Indonesia",,+62 813-5767-2338,5,4,"112,7229528","-7,4450616"
"Praktek Psikolog Klinis Hasri Ardilla., S.Psi., M.Psi., Psikolog - Hasiera Consulting_Rumah Terapi ABK ARA",Psychologist,"Praktek Psikolog Klinis Hasri Ardilla., S.Psi., M.Psi., Psikolog - Hasiera Consulting_Rumah Terapi ABK ARA, Perumahan Merpati Kehutanan, Jl. Ebony Blk. C No.6, Kabupaten Sidoarjo, Jawa Timur 61253, Indonesia",,+62 878-6537-9102,5,1,"112,7550576","-7,3648978"
"Pusat Pelayanan Psikologi Terpadu ""JATI DIRI""",Psychologist,"Pusat Pelayanan Psikologi Terpadu ""JATI DIRI"", Jl. Kedung Asem No.105, Kedung Baruk, Rungkut, Surabaya, East Java 60298, Indonesia",,+62 838-3108-9018,5,1,"112,7757987","-7,3168098"
Pusat Layanan Psikologi,Psychiatrist,"Pusat Layanan Psikologi, JL. Dinoyo, No. 42-44, Keputran, Kec. Tegalsari, Surabaya, Jawa Timur 60265, Indonesia",,+62 31 5678478,4,6,"112,7453685","-7,2852749"
BE PSYCHOLOGY (Biro Konsultasi Psikologi),Psychologist,"BE PSYCHOLOGY (Biro Konsultasi Psikologi), Regency, Perumahan Joloarto, Blk. B No.9, Manisrenggo, Kec. Kota, Kota Kediri, Jawa Timur 64129, Indonesia",,+62 815-1597-6097,"4,7",20,"112,0028485","-7,8500441"
H3 Psikologi,Human resource consulting,"H3 Psikologi, Jl. Pramuka No.101A, Ronowijayan, Kertosari, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur 63491, Indonesia",https://www.instagram.com/h3.psikologi?igsh=MXRnMWc1aGY2bTVoMA==,+62 852-1711-1515,"4,9",51,"111,4853488","-7,8638561"
Lembaga Psikologi Terapan Wisnuwardhana,Psychologist,"Lembaga Psikologi Terapan Wisnuwardhana, Jl. Danau Sentani Raya No.99, Madyopuro, Kedungkandang, Malang City, East Java 65138, Indonesia",,+62 341 719296,5,1,"112,6639359","-7,9778596"
Psikolog Pendidikan Anak dan Remaja,Psychologist,"Psikolog Pendidikan Anak dan Remaja, Jl. Tenggilis Mejoyo Selatan VII No.A5, Tenggilis Mejoyo, Surabaya, East Java 60292, Indonesia",,+62 896-9195-8898,"4,9",10,"112,7586545","-7,3235909"
PSDM Consulting - Psikolog Malang : Konsultasi | Psikotes | Rekrutmen & Seleksi | Training & Outbound,Psychologist,"PSDM Consulting - Psikolog Malang : Konsultasi | Psikotes | Rekrutmen & Seleksi | Training & Outbound, Pemata Jl. Saxophone Blok I8, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65143, Indonesia",http://kancamu.co/,+62 822-2867-9118,5,37,"112,6102055","-7,9283335"
Biro Psikologi Character,Psychologist,"Biro Psikologi Character, GRIYA PERMATA GEDANGAN, Jl. Griya Permata Gedangan L2 No.16 TAHAP 2, Sikep, Keboansikep, Kec. Gedangan, Kabupaten Sidoarjo, Jawa Timur 61254, Indonesia",https://ciptaragamtalenta.com/,+62 812-1678-258,"4,9",58,"112,716297","-7,3858101"
Psikolog.Kami ( MF Hakim Psikolog),Psychologist,"Psikolog.Kami ( MF Hakim Psikolog), 3 2 no 12 13, Jl. Raya Semambung, Semambung Kidul, Semambung, Kec. Wonoayu, Kabupaten Sidoarjo, Jawa Timur 61261, Indonesia",,+62 882-0093-00703,5,2,"112,6073452","-7,4388547"
Biro Psikologi Teratai Mas,Psychologist,"Biro Psikologi Teratai Mas, no. 4, Blok D6, Jl. Nginden Intan Tim. X No.12, Ngenden Jangkungan, Sukolilo, Surabaya, East Java 60118, Indonesia",,+62 896-9894-6901,"4,4",14,"112,7706909","-7,3047004"
"Klinik Psikologi Dini Fidyanti Devi, S.Psi., M.Psi., Psikolog",Psychologist,"Klinik Psikologi Dini Fidyanti Devi, S.Psi., M.Psi., Psikolog, Krajan Selatan Grand Bromo Village H11/10, Krajan Selatan, Sumber Porong, Lawang, Malang Regency, East Java 65216, Indonesia",,+62 888-0376-4800,5,2,"112,7243179","-7,8273972"
ASCA ELPIDA (Biro Layanan Psikologi & Konseling),Psychologist,"ASCA ELPIDA (Biro Layanan Psikologi & Konseling), Dr. Wahidin SH, Perum Alam Bukit Raya Blok A4/1, Dahanrejo, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,+62 852-3100-6330,5,23,"112,605085","-7,1626357"
Phylia Psychology and Training Institute,Psychologist,"Phylia Psychology and Training Institute, Perumahan Sulfat Green Land No.C4, Pandanwangi, Blimbing, Malang City, East Java 65125, Indonesia",http://psikologi-online.com/,+62 812-2231-3551,"4,8",230,"112,6547544","-7,9645499"
Ponorogo Psikologi Center,Psychologist,"Ponorogo Psikologi Center, Jln Ir. H Juanda Pertokoan Jeruksing, Tonatan, Kec. Ponorogo, Kabupaten Ponorogo, Jawa Timur 63418, Indonesia",,+62 822-6090-1900,5,22,"111,4923549","-7,8713294"
"Praktik Psikolog Indah Nadzifah H., M.Psi., Psikolog. (Biro Psikologi Brillian Potensia)",Psychologist,"Praktik Psikolog Indah Nadzifah H., M.Psi., Psikolog. (Biro Psikologi Brillian Potensia), Nglegok, Wates, Kec. Sumbergempol, Kabupaten Tulungagung, Jawa Timur, Indonesia",,+62 857-3677-4456,5,3,"111,9468517","-8,1343779"
Sakina Biro Psikologi Ponorogo,Psychologist,"Sakina Biro Psikologi Ponorogo, Jl. Puspowarno No.8, Nurmanan, Mangkujayan, Ponorogo, Ponorogo Regency, East Java 63413, Indonesia",https://linktr.ee/sakinalayananpsikologi,,5,21,"111,4603855","-7,8628032"
"Praktik Psikolog Klinis S. Ayu Nawangsari, M.Psi., Psikolog",Psychologist,"Praktik Psikolog Klinis S. Ayu Nawangsari, M.Psi., Psikolog, Jalan Bima No.3, RT.02/RW.06, Krajan Selatan, Kampungbaru, Kec. Tanjunganom, Kabupaten Nganjuk, Jawa Timur 64483, Indonesia",,+62 857-3163-9659,5,11,"112,0138067","-7,6503039"
Psikolog Pendidikan Anak dan Remaja,Psychologist,"MQJ8+W2G Psikolog Pendidikan Anak dan Remaja, Jl. Rungkut Mejoyo Utara VII, Kali Rungkut, Kec. Rungkut, Surabaya, Jawa Timur 60293, Indonesia",,+62 817-9350-012,5,5,"112,7650922","-7,3176826"
Psikolog Gresik,Psychologist,"Psikolog Gresik, Jl. Penganden Residence No.Kavling 7, Peganden, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",https://inigresik.com/rekomendasi-dokter-psikologi-di-daerah-gresik-dan-sekitarnya/,+62 878-1951-7888,5,1,"112,5998972","-7,124867"
Layanan Psikologi INSPIRASI Tuban,Psychologist,"32WR+9FF Layanan Psikologi INSPIRASI Tuban, Gang Gg. Kos-Kosan, Bukit Karang, Karang, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62314, Indonesia",,+62 813-5790-7640,5,13,"112,0411786","-6,9040563"
Layanan psikologi terpadu LarasAti PsychoCare,Psychologist,"Layanan psikologi terpadu LarasAti PsychoCare, Jl. Raya Medayu Utara No.5, Medokan Ayu, Kec. Rungkut, Surabaya, Jawa Timur 60295, Indonesia",,,"4,7",12,"112,7984659","-7,3221279"
PT. BERLIAN Psychology Care,Psychologist,"PT. BERLIAN Psychology Care, Jl. Durian, Mangiran, Lamong, Kec. Badas, Kabupaten Kediri, Jawa Timur 64216, Indonesia",https://betihidayati.blogspot.com/?m=1,+62 857-4686-7151,5,33,"112,2056452","-7,7511771"
Biro Psikologi Mico,Psychologist,"Biro Psikologi Mico, Perumahan Kurnia asri blok B 28, Banjar Dowo, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61419, Indonesia",,+62 878-5543-5418,"4,8",28,"112,206428","-7,5268822"
humility biro psikologi,Psychologist,"humility biro psikologi, perum pepelegi indah, Jl. Lawu No.9, Kabupaten Sidoarjo, Jawa Timur 61256, Indonesia",,+62 858-5976-0030,5,28,"112,72633","-7,3654998"
Brilian Psikologi,Psychologist,"Brilian Psikologi, Perum Pondok Maritim, Ruko Pondok Maritim Blok W 24 A, Balas Klumprik, Wiyung, Surabaya, East Java 60222, Indonesia",http://www.brilianpsikologi.id/,+62 822-3062-6147,"4,7",14,"112,6885563","-7,3276363"
Biro Psikologi Baeks Madiun,Psychologist,"Biro Psikologi Baeks Madiun, Jalan Diponegoro No. 56 Kompleks Pertokoan Unit G, Oro-oro Ombo, Kec. Kartoharjo, Kota Madiun, Jawa Timur 63119, Indonesia",,+62 852-3010-3342,"4,7",11,"111,5296348","-7,6234743"
Psychosense Training & Consulting,Psychologist,"Psychosense Training & Consulting, Jl. Arjuno No.26, Kauman, Klojen, Malang City, East Java 65119, Indonesia",http://psychosense.com/,+62 852-3196-0102,"4,2",10,"112,6276695","-7,9775826"
Pusat Layanan Psikologi Universitas Katolik Widya Mandala Surabaya,Psychologist,"Pusat Layanan Psikologi Universitas Katolik Widya Mandala Surabaya, Jl. Mojopahit No.4, Keputran, Kec. Tegalsari, Surabaya, Jawa Timur 60265, Indonesia",https://ukwms.ac.id/unit-kerja/plp/,+62 31 5678478,"4,7",6,"112,744184","-7,280711"
"Praktek Psikolog Hasri Ardilla, S.Psi., M.Psi., Psikolog (Hasiera Consulting) dan Rumah Terapi Anak Berkebutuhan Khusus",Psychologist,"Praktek Psikolog Hasri Ardilla, S.Psi., M.Psi., Psikolog (Hasiera Consulting) dan Rumah Terapi Anak Berkebutuhan Khusus, Ahsana Madinah Regency B-26, Sooko, Kec. Sooko, Kabupaten Mojokerto, Jawa Timur 61361, Indonesia",,+62 878-6537-9102,5,13,"112,4219068","-7,4946868"
Biro Piskologi Lisa Mitra Mandiri,Psychologist,"Biro Piskologi Lisa Mitra Mandiri, I, Jl. Sidosermo I No.10, Jagir, Kec. Wonokromo, Surabaya, Jawa Timur 60244, Indonesia",,+62 31 8437854,5,108,"112,7495706","-7,3068328"
Althea Psychology,Psychologist,"Althea Psychology, Jl. Ijen Nirwana Residence Cluster Green Leaf No.D6-1, Bareng, Klojen, Malang City, East Java 65116, Indonesia",https://linktr.ee/altheapsychology,+62 823-3668-8080,5,98,"112,6190831","-7,9810905"
RH Prima Psychology,Psychologist,"RH Prima Psychology, Gg. I No.23, Latsari, Kec. Tuban, Kabupaten Tuban, Jawa Timur 62314, Indonesia",,+62 813-3573-0312,5,2,"112,0466685","-6,892033"
Mutiara Hati Counseling Center,Psychotherapist,"Mutiara Hati Counseling Center, Raya 68A, Drenges., Jl. Ngronggot-Kertosono, Sambijajar, Yuwono, Kec. Kertosono, Kabupaten Nganjuk, Jawa Timur 64315, Indonesia",,+62 821-3778-0022,"4,8",24,"112,0981746","-7,6169318"
Layanan Psikologi EHCP.ID,Psychotherapist,"GP92+3J5 Layanan Psikologi EHCP.ID, Waras, Sugihwaras, Kec. Candi, Kabupaten Sidoarjo, Jawa Timur 61271, Indonesia",https://www.instagram.com/p/Ce74zJDvU0f/?igshid=YmMyMTA2M2Y=,,5,5,"112,7014581","-7,482078"
Griya Pulih Asih,Psychologist,"Griya Pulih Asih, Jl. Raya Tenggilis Mejoyo No.KA 12, Tenggilis Mejoyo, Surabaya, East Java 60292, Indonesia",http://www.griyapulihasih.com/,+62 857-9115-2570,"4,8",16,"112,7635824","-7,317297"
Lembaga Psikologi Darul Ulum (Lapsidu),Psychologist,"Lembaga Psikologi Darul Ulum (Lapsidu), Unnamed Road, Wonokerto Selatan, Peterongan, Jombang Regency, East Java 61481, Indonesia",,+62 812-8001-3775,"4,3",8,"112,2751414","-7,5436445"
CONQUERA PSIKOLOGI,Psychologist,"CONQUERA PSIKOLOGI, Jl. Raya Simo Gunung No.12 A, Putat Jaya, Sawahan, Surabaya, East Java 60254, Indonesia",http://www.conquerapsikologi.com/,+62 31 5621177,"4,9",15,"112,7104258","-7,2752767"
"Praktik Psikolog Rizky Aulia Fitriana, M.Psi., Psikolog",Psychologist,"Praktik Psikolog Rizky Aulia Fitriana, M.Psi., Psikolog, Jl. Banaran No.6, Banaran, Kec. Pesantren, Kota Kediri, Jawa Timur 64133, Indonesia",,+62 858-1259-2685,5,7,"112,0316045","-7,8299471"
Biro Psikologi Santya Anggraini,Psychologist,"Biro Psikologi Santya Anggraini, Perum. GKB, Jl. Brotonegoro Barat No.112, Karanggondang, Yosowilangun, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,+62 812-3220-3693,5,1,"112,6111695","-7,1475744"
