name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude
Konsultan Psikologi Dynamic,Medical clinic,"XQXC+355 Konsultan Psikologi Dynamic, Jl. Gub H Bastari, 8 Ulu, Kecamatan Seberang Ulu I, Kota Palembang, Sumatera Selatan 30111, Indonesia",,+62 895-2204-0362,5,2,"104,7704763","-3,0023508"
Mutiara Azhar Group,Psychologist,"Mutiara Azhar Group, Istana arofatuna, Blk. D No.10 KM 7, Karya Baru, Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30961, Indonesia",http://www.mutiaraazhar.zoomshare.com/,+62 813-6763-8209,5,2,"104,7218604","-2,9439446"
Konsultan Psikologi Persona Prima,Mental health service,"Konsultan Psikologi Persona Prima, Jl. May Sabara Komplek PU No.535, RT.11/RW.04, Sekip Jaya, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30126, Indonesia",,+62 896-0311-1500,5,1,"104,7571188","-2,9644275"
Psikolog Safri Dhaini S.Psi,Doctor,"Psikolog Safri Dhaini S.Psi, Jl. KH. Azhari No.12, RT.18/RW.006, 14 Ulu, Kec. Seberang Ulu II, Kota Palembang, Sumatera Selatan 30264, Indonesia",,+62 851-5699-0269,5,5,"104,7819174","-2,9877423"
Biro Konsultasi Psikologi MAZAYA,Psychologist,"Biro Konsultasi Psikologi MAZAYA, Komp, Jl. Jend. A. Yani, Jl. Yaktapena II Blok III No.96, Kec. Plaju, Kota Palembang, Sumatera Selatan, Indonesia",,+62 895-4043-13557,"4,5",2,"104,7844404","-2,9941807"
praktek psikologi irwan tony,Psychologist,"PVCX+6JQ praktek psikologi irwan tony, Watervang, Lubuk Linggau Timur I, Lubuklinggau City, South Sumatra 31625, Indonesia",,,5,2,"102,899105","-3,2794177"
"Praktek dr. Ezra Eben, SpKJ (menghubungi hanya bisa lewat WA chat, tidak menerima telpon)",Psychotherapist,"Praktek dr. Ezra Eben, SpKJ (menghubungi hanya bisa lewat WA chat, tidak menerima telpon), lantai 2 Apotek Dempo Jalan Lingkaran, Jl. Dempo Luar, 15 Ilir, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30111, Indonesia",https://www.instagram.com/psikiater_online,+62 857-7901-7918,5,3,"104,762075","-2,9812276"
MAGNA PENTA,Consultant,"MAGNA PENTA, Jl. Jend. Sudirman No.98C, 20 Ilir D. I, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30126, Indonesia",http://magnapenta.com/,+62 711 354591,"4,7",77,"104,754567","-2,977902"
"Praktek dr. Latifah spkj, Psikiater jiwa",Doctor,"Praktek dr. Latifah spkj, Psikiater jiwa, KM6.JL.KolonelH Berlian R, Sukabangun 1, Jalan Kamil,Perumahan Berlian, Residen, Suka Bangun, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30151, Indonesia",,+62 812-7371-4580,"4,8",16,"104,7334633","-2,9456811"
Alhafiz Biro Psikologi,Medical clinic,"2QRW+5W6 Alhafiz Biro Psikologi, Gg. Gading 4, Kalidoni, Kec. Kalidoni, Kota Palembang, Sumatera Selatan 30161, Indonesia",,,4,1,"104,7972616","-2,959594"
Graha Bunda,Psychiatrist,"2PRQ+357 Graha Bunda, Jl. Jend. Sudirman, Pahlawan, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30121, Indonesia",,+62 711 420140,5,3,"104,7379375","-2,9598382"
Praktik Psikolog Mandiri (Ruang Kita Psychology Consultant),Child psychologist,"Praktik Psikolog Mandiri (Ruang Kita Psychology Consultant), Lorong Cendawan, 9 Ilir, Ilir Timur II, Palembang City, South Sumatra, Indonesia",https://www.instagram.com/xruangkitax?igsh=ZWJhNDRybHUzOTF6,+62 819-4803-526,5,1,"104,7610384","-2,9646408"
Lembaga Bantuan Psikologi Kreatif,Corporate office,"Lembaga Bantuan Psikologi Kreatif, Jl. Kol. H. Burlian No.53, Talang Kapuk, Kec. Lahat, Kabupaten Lahat, Sumatera Selatan 31413, Indonesia",,+62 857-5892-8657,4,8,"103,5421729","-3,7829298"
Praktek Psikolog - LPP Smart Personality Centre Muara Enim,Psychologist,"Praktek Psikolog - LPP Smart Personality Centre Muara Enim, Jl. Ampera No.294, Ps. II Muara Enim, Kec. Muara Enim, Kabupaten Muara Enim, Sumatera Selatan 31315, Indonesia",,+62 813-7363-3777,,,"103,7756324","-3,6647206"
Biro Psikologi Hawara Co,Education center,"3P33+835 Biro Psikologi Hawara Co, Jl. R H Moh. Akib, Talang Klp., Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30153, Indonesia",,+62 812-7368-3786,5,31,"104,7027422","-2,9467267"
Klinik Mitra & RB Kenten,Medical clinic,"Klinik Mitra & RB Kenten, Jl. Dr. M. Isa No.142, Duku, Ilir Timur II, Palembang City, South Sumatra 30114, Indonesia",,+62 711 352196,"4,6",38,"104,7706149","-2,973919"
Test Psikolog & Terapi Anak,Child psychologist,"Test Psikolog & Terapi Anak, Komp. Griya harapan A Blok 26 No 2, Jl. Sako Raya, RT.83/RW.30, Sako, Kec. Sako, Kota Palembang, Sumatera Selatan 30163, Indonesia",,,3,1,"104,7904223","-2,9247098"
